0	1	2
293	313	4
293	405	1
293	371	2
293	288	3
293	328	2
293	195	3
293	45	5
293	161	2
293	572	2
293	642	3
293	285	5
293	303	4
293	356	3
293	198	4
293	55	4
293	297	4
293	977	2
293	168	4
293	51	3
293	1147	4
293	98	4
293	1057	2
293	200	4
293	196	4
293	273	4
293	501	4
293	720	1
293	856	3
293	427	4
293	50	5
293	172	5
293	843	3
293	924	2
293	164	4
293	134	5
293	1226	3
293	627	2
293	510	3
293	956	3
293	252	2
293	290	2
293	284	2
293	227	2
293	53	3
293	747	2
293	69	3
293	469	4
293	124	4
293	739	2
293	1041	2
293	588	3
293	435	4
293	203	3
293	68	3
293	64	5
293	770	3
293	712	2
293	866	3
293	705	5
293	1044	2
293	249	3
293	779	1
293	234	5
293	211	4
293	445	4
293	228	3
293	471	3
293	942	4
293	156	4
293	877	2
293	283	2
293	646	3
293	665	2
293	410	2
293	1101	3
293	62	1
293	25	3
293	549	3
293	502	3
293	1	2
293	1161	2
293	715	3
293	56	4
293	696	2
293	1016	2
293	27	3
293	544	3
293	39	3
293	603	5
293	97	4
293	638	4
293	202	3
293	317	4
293	460	3
293	16	2
293	943	2
293	193	3
293	100	4
293	26	3
293	679	2
293	432	5
293	82	4
293	732	3
293	447	4
293	147	2
293	649	4
293	218	2
293	255	3
293	280	2
293	528	4
293	710	3
293	230	2
293	663	3
293	316	3
293	11	3
293	294	2
293	895	3
293	436	3
293	315	3
293	232	2
293	514	4
293	480	5
293	1298	3
293	629	3
293	47	3
293	386	2
293	550	1
293	229	2
293	223	4
293	684	3
293	425	4
293	33	2
293	272	4
293	121	3
293	491	4
293	28	3
293	589	4
293	568	4
293	302	4
293	619	1
293	222	3
293	366	2
293	1267	3
293	558	3
293	179	4
293	685	3
293	22	3
293	423	3
293	1264	3
293	474	5
293	804	1
293	322	2
293	831	3
293	651	3
293	367	2
293	151	4
293	421	3
293	420	4
293	941	2
293	135	5
293	54	3
293	67	3
293	182	5
293	461	2
293	153	4
293	143	4
293	871	1
293	133	3
293	233	2
293	206	4
293	419	3
293	7	3
293	216	4
293	1333	4
293	1135	3
293	496	5
293	482	4
293	4	4
293	155	2
293	12	4
293	559	2
293	117	3
293	163	4
293	187	3
293	693	4
293	199	5
293	265	3
293	94	2
293	14	3
293	380	2
293	746	3
293	3	2
293	99	3
293	29	1
293	49	3
293	186	2
293	466	3
293	237	3
293	509	3
293	761	2
293	742	2
293	226	1
293	152	4
293	506	5
293	503	4
294	122	3
294	295	4
294	111	4
294	301	4
294	538	5
294	1014	2
294	248	5
294	355	4
294	343	4
294	928	3
294	515	5
294	825	3
294	268	4
294	895	4
294	331	4
294	298	5
294	332	3
294	840	3
294	930	3
294	413	3
294	340	4
294	123	4
294	603	5
294	240	3
294	508	4
294	286	5
294	535	4
294	148	3
294	300	4
294	476	3
294	1011	2
294	246	4
294	307	3
294	619	3
294	1	5
294	258	3
294	546	4
294	742	4
294	547	3
294	117	4
294	749	3
294	264	2
294	682	3
294	24	4
294	926	3
294	1013	2
294	826	1
294	829	3
294	1245	3
294	249	5
294	689	3
294	235	3
294	299	3
294	1134	3
294	406	2
294	597	3
294	1088	1
294	539	4
294	50	5
294	222	4
294	363	1
294	876	3
294	282	3
294	79	4
294	294	4
294	93	4
294	743	2
294	520	5
294	483	4
294	831	3
294	109	4
294	1067	4
294	1254	3
294	1012	4
294	931	3
294	979	3
294	269	5
294	455	3
294	1079	2
294	151	5
294	333	4
294	245	3
294	260	4
294	752	3
294	1028	3
294	276	4
294	181	5
294	678	2
294	250	5
294	10	3
294	411	3
294	21	3
294	1132	4
294	328	4
294	254	3
294	346	3
294	986	3
294	471	4
294	327	3
294	237	4
294	313	5
294	7	4
294	410	4
294	125	3
294	827	1
295	385	4
295	162	4
295	941	4
295	84	2
295	11	4
295	648	4
295	99	4
295	546	4
295	43	4
295	496	5
295	790	3
295	39	4
295	143	4
295	265	4
295	449	4
295	42	3
295	395	4
295	1050	5
295	1503	2
295	155	4
295	946	2
295	79	4
295	747	4
295	559	4
295	966	5
295	513	4
295	96	1
295	154	5
295	1188	3
295	216	5
295	660	5
295	794	4
295	736	5
295	105	4
295	94	4
295	71	5
295	183	1
295	602	5
295	159	4
295	378	4
295	83	5
295	655	5
295	144	4
295	52	5
295	209	5
295	22	4
295	4	4
295	97	5
295	69	5
295	629	5
295	427	4
295	461	5
295	1401	5
295	588	4
295	158	4
295	1	4
295	740	4
295	631	5
295	70	5
295	227	4
295	405	5
295	493	5
295	142	4
295	465	4
295	53	1
295	965	4
295	153	5
295	67	4
295	371	4
295	843	4
295	218	5
295	102	4
295	1459	5
295	73	4
295	134	5
295	290	4
295	318	5
295	414	4
295	65	5
295	226	4
295	60	5
295	161	4
295	642	4
295	172	4
295	132	5
295	419	4
295	91	5
295	164	5
295	416	4
295	722	4
295	121	4
295	1115	5
295	381	5
295	190	4
295	403	4
295	402	5
295	215	5
295	174	4
295	420	4
295	451	4
295	56	4
295	95	4
295	720	4
295	704	5
295	423	4
295	204	4
295	1135	4
295	181	4
295	202	5
295	1473	4
295	210	4
295	133	4
295	194	4
295	421	4
295	157	5
295	997	3
295	68	4
295	382	5
295	229	4
295	232	3
295	222	4
295	241	5
295	137	4
295	191	5
295	417	5
295	435	5
295	82	4
295	1170	5
295	1040	2
295	50	5
295	173	5
295	88	4
295	213	5
295	237	4
295	812	4
295	1039	4
295	624	5
296	50	5
296	696	4
296	79	4
296	153	4
296	304	3
296	510	5
296	544	4
296	281	2
296	750	5
296	1009	3
296	961	5
296	963	5
296	297	4
296	435	5
296	127	5
296	279	4
296	24	2
296	923	5
296	1251	5
296	209	4
296	98	5
296	504	5
296	179	4
296	96	5
296	654	5
296	32	4
296	855	5
296	286	5
296	222	5
296	256	5
296	45	5
296	199	5
296	210	3
296	125	5
296	498	5
296	211	4
296	100	5
296	815	3
296	121	5
296	462	4
296	298	1
296	242	4
296	134	5
296	685	4
296	150	1
296	1160	4
296	705	5
296	240	1
296	268	4
296	632	5
296	144	4
296	1	5
296	688	1
296	289	3
296	198	5
296	313	5
296	13	3
296	659	5
296	151	2
296	269	5
296	303	4
296	204	5
296	221	5
296	181	5
296	293	5
296	514	5
296	898	4
296	238	4
296	294	1
296	251	5
296	469	5
296	480	5
296	276	5
296	257	5
296	114	5
296	137	4
296	628	5
296	23	5
296	282	4
296	194	5
296	19	5
296	482	5
296	523	4
296	246	4
296	515	5
296	111	3
296	228	4
296	10	2
296	244	1
296	285	5
296	315	5
296	255	2
296	948	1
296	277	5
296	274	4
296	14	4
296	484	4
296	61	3
296	186	3
296	22	4
296	250	2
296	1007	4
297	137	5
297	301	4
297	79	3
297	135	4
297	228	2
297	271	2
297	95	3
297	258	5
297	97	5
297	471	3
297	173	4
297	143	5
297	273	4
297	211	4
297	432	4
297	204	3
297	175	4
297	1136	3
297	185	5
297	659	4
297	307	4
297	4	1
297	582	4
297	628	4
297	55	4
297	984	1
297	100	5
297	90	4
297	423	3
297	111	3
297	235	2
297	202	3
297	89	4
297	284	4
297	347	3
297	248	3
297	133	4
297	338	2
297	430	1
297	288	3
297	24	4
297	12	5
297	17	3
297	31	3
297	92	3
297	28	4
297	176	4
297	751	4
297	293	3
297	455	4
297	216	4
297	705	2
297	108	4
297	1	3
297	546	3
297	231	3
297	32	4
297	736	4
297	508	4
297	183	4
297	282	3
297	1109	3
297	147	3
297	1007	4
297	652	3
297	716	3
297	268	4
297	267	3
297	124	4
297	197	3
297	724	3
297	191	3
297	1016	3
297	465	3
297	283	4
297	529	3
297	222	4
297	443	2
297	156	4
297	22	4
297	752	4
297	160	1
297	148	3
297	144	3
297	298	5
297	129	4
297	574	1
297	1014	3
297	154	5
297	27	1
297	245	3
297	210	4
297	198	3
297	128	4
297	50	5
297	748	2
297	419	3
297	25	4
297	201	4
297	196	4
297	116	4
297	213	3
297	357	4
297	485	3
297	447	4
297	603	5
297	294	3
297	629	3
297	286	5
297	479	5
297	223	5
297	151	3
297	480	4
297	238	5
297	498	3
297	7	4
297	11	4
297	699	4
297	13	3
297	919	1
297	53	3
297	69	3
297	117	4
297	102	1
297	249	3
297	200	3
297	515	5
297	474	4
297	42	3
297	687	2
297	98	5
297	302	4
297	47	2
297	265	3
298	318	5
298	121	4
298	127	5
298	294	3
298	742	3
298	28	4
298	679	3
298	502	5
298	473	3
298	265	4
298	523	4
298	652	3
298	951	4
298	168	5
298	144	4
298	471	4
298	357	5
298	430	5
298	286	4
298	181	4
298	281	3
298	50	5
298	204	4
298	99	3
298	486	3
298	333	5
298	423	5
298	507	4
298	187	5
298	496	5
298	474	4
298	651	5
298	210	5
298	549	4
298	71	5
298	69	4
298	97	4
298	91	2
298	153	3
298	485	3
298	193	5
298	1142	4
298	275	3
298	482	5
298	993	4
298	465	4
298	98	4
298	588	4
298	195	4
298	174	5
298	178	5
298	23	4
298	842	4
298	284	4
298	79	5
298	1346	3
298	118	4
298	8	5
298	503	4
298	257	4
298	261	4
298	866	3
298	143	5
298	946	3
298	202	3
298	125	3
298	152	3
298	498	5
298	514	4
298	419	5
298	88	5
298	172	4
298	845	3
298	237	5
298	484	4
298	504	3
298	203	3
298	213	3
298	197	4
298	427	5
298	183	3
298	208	5
298	527	5
298	274	3
298	477	4
298	133	3
298	820	4
298	276	2
299	182	3
299	480	4
299	271	3
299	475	4
299	251	5
299	662	4
299	289	3
299	747	4
299	847	4
299	615	4
299	222	2
299	435	3
299	73	2
299	174	4
299	20	3
299	50	4
299	347	4
299	239	3
299	1506	4
299	26	4
299	1006	4
299	255	2
299	603	3
299	56	4
299	778	4
299	813	4
299	118	2
299	313	3
299	1021	3
299	207	3
299	433	5
299	727	4
299	83	5
299	998	2
299	179	4
299	238	4
299	482	4
299	889	3
299	515	4
299	209	3
299	531	3
299	1226	2
299	171	4
299	346	3
299	176	4
299	168	4
299	516	4
299	32	3
299	408	4
299	792	4
299	856	3
299	185	3
299	785	2
299	93	2
299	1322	3
299	91	4
299	1379	3
299	895	2
299	503	4
299	143	3
299	4	3
299	1056	4
299	115	3
299	509	4
299	514	5
299	283	3
299	728	2
299	498	4
299	919	3
299	1050	4
299	7	3
299	496	3
299	730	4
299	67	2
299	298	4
299	485	4
299	294	2
299	28	4
299	58	3
299	257	2
299	461	3
299	127	5
299	936	4
299	484	4
299	276	4
299	820	3
299	19	1
299	742	4
299	170	5
299	286	4
299	169	4
299	274	3
299	1073	4
299	1132	1
299	749	1
299	278	3
299	285	5
299	175	5
299	553	3
299	13	4
299	71	3
299	23	4
299	213	5
299	318	4
299	481	3
299	483	5
299	746	4
299	954	3
299	259	3
299	602	3
299	1047	2
299	94	1
299	692	4
299	955	4
299	710	4
299	100	3
299	1507	3
299	302	4
299	144	4
299	502	4
299	52	4
299	244	2
299	1227	1
299	645	4
299	510	5
299	474	5
299	165	4
299	167	3
299	24	3
299	136	4
299	753	5
299	150	5
299	59	5
299	367	4
299	61	4
299	921	3
299	88	3
299	1103	4
299	311	4
299	1119	4
299	208	4
299	1258	2
299	715	4
299	511	4
299	478	4
299	166	4
299	134	4
299	98	4
299	512	4
299	235	1
299	607	4
299	724	3
299	1300	2
299	488	4
299	305	3
299	249	3
299	634	2
299	300	4
299	47	4
299	462	5
299	655	3
299	950	2
299	1068	3
299	1214	2
299	152	4
299	191	4
299	733	3
299	186	3
299	151	4
299	129	4
299	1074	3
299	517	4
299	811	4
299	264	2
299	916	3
299	86	4
299	12	5
299	384	3
299	343	3
299	25	3
299	60	5
299	1020	4
299	855	4
299	45	3
299	538	3
299	198	4
299	640	3
299	202	4
299	965	4
299	652	3
299	971	2
299	597	3
299	319	3
299	275	4
299	513	4
299	396	4
300	456	4
300	288	4
300	300	4
300	257	4
300	872	5
300	833	4
300	409	4
300	948	4
300	100	3
300	243	4
300	687	2
300	881	5
300	261	3
300	1094	5
301	249	3
301	732	4
301	521	3
301	160	2
301	217	3
301	367	4
301	43	5
301	502	4
301	1228	4
301	455	5
301	66	4
301	546	4
301	168	4
301	607	4
301	22	4
301	423	1
301	240	4
301	496	5
301	218	4
301	427	4
301	1028	5
301	407	2
301	559	4
301	742	4
301	849	4
301	199	4
301	235	2
301	203	4
301	133	4
301	797	4
301	219	4
301	58	4
301	755	4
301	519	4
301	824	3
301	418	3
301	47	4
301	76	4
301	31	3
301	739	2
301	237	4
301	196	4
301	151	2
301	109	5
301	693	5
301	91	3
301	426	4
301	1016	4
301	515	3
301	866	4
301	79	5
301	132	4
301	523	4
301	89	2
301	153	3
301	387	3
301	228	3
301	241	3
301	142	3
301	527	4
301	334	3
301	702	4
301	735	2
301	1230	1
301	465	4
301	660	4
301	756	4
301	299	3
301	447	4
301	157	2
301	81	3
301	68	4
301	281	4
301	655	1
301	402	2
301	4	4
301	144	4
301	155	1
301	33	4
301	333	4
301	410	4
301	412	4
301	1013	3
301	451	4
301	73	4
301	138	2
301	429	4
301	176	4
301	258	4
301	503	3
301	67	2
301	363	4
301	118	4
301	566	3
301	180	3
301	401	4
301	111	1
301	678	2
301	758	3
301	552	3
301	204	5
301	25	3
301	42	4
301	2	2
301	582	2
301	143	4
301	150	4
301	205	4
301	172	5
301	194	4
301	156	4
301	737	2
301	182	5
301	215	5
301	501	3
301	161	3
301	159	3
301	719	4
301	99	4
301	50	5
301	686	4
301	380	4
301	230	4
301	17	4
301	39	3
301	197	5
301	24	4
301	802	2
301	1012	4
301	959	4
301	403	4
301	41	3
301	96	5
301	97	4
301	231	2
301	229	3
301	226	5
301	419	3
301	511	4
301	77	3
301	54	3
301	62	3
301	1	4
301	154	4
301	384	5
301	588	5
301	576	4
301	100	5
301	462	2
301	684	3
301	128	5
301	1135	3
301	771	2
301	71	4
301	195	5
301	250	4
301	470	4
301	15	4
301	271	4
301	122	2
301	357	5
301	746	3
301	395	1
301	276	1
301	790	4
301	51	4
301	202	5
301	420	3
301	721	3
301	550	3
301	232	4
301	201	4
301	373	4
301	474	4
301	562	3
301	80	3
301	1283	4
301	88	4
301	1035	4
301	163	3
301	318	5
301	210	4
301	481	4
301	174	5
301	233	4
301	29	4
301	28	4
301	636	3
301	184	4
301	252	3
301	117	5
301	284	4
302	245	2
302	307	4
302	333	3
302	294	1
302	988	2
302	328	3
302	266	2
302	299	2
302	680	2
302	748	1
302	879	2
302	301	4
302	289	3
302	303	2
303	1199	3
303	1426	2
303	161	5
303	367	4
303	735	4
303	616	4
303	159	3
303	26	4
303	324	3
303	289	2
303	825	3
303	1046	3
303	597	1
303	455	3
303	376	2
303	1157	2
303	432	3
303	842	2
303	144	5
303	1023	2
303	449	4
303	249	4
303	763	4
303	218	4
303	739	5
303	1411	2
303	96	5
303	425	4
303	268	5
303	248	2
303	872	3
303	685	1
303	139	3
303	1109	4
303	1145	2
303	508	4
303	170	5
303	386	4
303	203	5
303	187	5
303	926	2
303	540	1
303	94	3
303	151	5
303	1090	1
303	23	5
303	1315	3
303	549	3
303	476	3
303	183	5
303	379	4
303	216	5
303	98	5
303	43	3
303	450	3
303	734	1
303	1007	5
303	697	3
303	1041	2
303	591	4
303	257	4
303	759	1
303	430	4
303	358	2
303	5	2
303	1267	3
303	171	4
303	387	5
303	215	5
303	451	5
303	1097	3
303	327	1
303	554	2
303	38	1
303	1095	2
303	1187	4
303	1232	3
303	501	4
303	474	5
303	17	4
303	1014	3
303	300	1
303	258	4
303	46	3
303	116	5
303	156	5
303	679	2
303	461	4
303	79	5
303	90	4
303	111	3
303	50	5
303	654	5
303	801	1
303	564	1
303	405	4
303	186	4
303	1511	3
303	388	2
303	150	5
303	720	2
303	97	5
303	419	4
303	395	2
303	325	1
303	634	3
303	452	2
303	319	5
303	952	3
303	546	2
303	160	4
303	173	5
303	222	3
303	1337	1
303	373	2
303	416	3
303	155	3
303	176	5
303	1224	2
303	168	5
303	576	3
303	276	4
303	413	2
303	273	3
303	7	4
303	792	5
303	366	3
303	233	4
303	382	3
303	1048	4
303	231	4
303	1239	1
303	470	4
303	919	4
303	147	4
303	746	4
303	357	5
303	250	4
303	1210	1
303	381	4
303	559	4
303	458	3
303	1047	2
303	363	1
303	369	1
303	831	4
303	433	4
303	484	5
303	705	5
303	91	5
303	245	3
303	241	4
303	1230	1
303	928	3
303	665	4
303	323	1
303	960	4
303	805	4
303	129	5
303	401	3
303	1088	2
303	194	5
303	47	5
303	33	4
303	134	5
303	514	5
303	953	3
303	741	4
303	535	1
303	122	4
303	397	1
303	167	3
303	1335	3
303	393	4
303	240	3
303	748	2
303	762	4
303	725	1
303	1508	1
303	773	4
303	12	4
303	462	3
303	145	1
303	423	4
303	808	2
303	627	3
303	99	4
303	721	4
303	420	4
303	1073	4
303	1098	4
303	813	4
303	291	3
303	871	1
303	385	4
303	867	3
303	715	4
303	100	5
303	398	1
303	1118	3
303	765	3
303	123	4
303	22	5
303	824	3
303	403	5
303	1209	2
303	700	3
303	551	2
303	294	4
303	404	4
303	845	4
303	1089	1
303	595	2
303	636	3
303	742	4
303	226	4
303	204	4
303	235	4
303	943	2
303	262	5
303	264	3
303	153	5
303	650	5
303	246	5
303	78	2
303	202	5
303	137	4
303	421	4
303	1270	1
303	209	5
303	418	4
303	1178	2
303	11	4
303	849	3
303	191	5
303	172	5
303	25	4
303	829	2
303	427	4
303	95	5
303	364	2
303	85	3
303	13	4
303	67	5
303	408	4
303	284	4
303	738	2
303	1052	2
303	460	4
303	219	5
303	24	3
303	127	5
303	298	4
303	670	2
303	283	3
303	238	4
303	1071	2
303	230	3
303	181	5
303	1153	3
303	596	4
303	1040	1
303	117	3
303	391	1
303	1218	4
303	544	4
303	210	4
303	232	4
303	82	4
303	779	1
303	41	5
303	744	3
303	678	1
303	270	4
303	569	3
303	1039	5
303	251	4
303	574	1
303	83	5
303	840	2
303	121	3
303	68	4
303	88	4
303	502	4
303	334	3
303	785	3
303	31	3
303	141	3
303	507	5
303	174	5
303	200	4
303	1142	4
303	1220	2
303	568	4
303	259	3
303	223	4
303	328	3
303	778	4
303	1228	2
303	228	4
303	722	2
303	833	2
303	71	3
303	603	5
303	873	3
303	1012	4
303	866	2
303	70	4
303	475	4
303	73	3
303	1217	1
303	1258	2
303	1110	1
303	615	4
303	477	3
303	435	5
303	790	4
303	333	4
303	997	2
303	847	4
303	436	4
303	368	1
303	120	2
303	653	4
303	269	5
303	1509	1
303	44	4
303	3	3
303	255	4
303	542	2
303	124	4
303	201	5
303	583	1
303	54	3
303	552	2
303	4	4
303	658	5
303	77	4
304	322	4
304	237	5
304	278	4
304	259	1
304	879	3
304	294	4
304	313	5
304	298	5
304	681	2
304	300	5
304	111	3
304	895	3
304	275	4
304	243	3
304	286	1
304	682	3
304	323	3
304	310	3
305	2	2
305	1073	1
305	425	4
305	79	3
305	190	3
305	163	3
305	597	2
305	89	3
305	660	4
305	638	5
305	189	5
305	184	3
305	144	2
305	921	5
305	628	4
305	469	2
305	7	4
305	550	3
305	16	3
305	941	2
305	81	3
305	1	5
305	117	2
305	610	3
305	1512	3
305	287	3
305	91	2
305	305	3
305	14	4
305	464	3
305	173	3
305	482	2
305	709	5
305	654	4
305	479	3
305	166	4
305	249	3
305	127	5
305	179	1
305	1018	5
305	246	3
305	311	5
305	195	3
305	357	5
305	729	3
305	156	4
305	318	3
305	197	2
305	385	1
305	530	5
305	298	4
305	529	5
305	257	2
305	486	5
305	943	2
305	237	2
305	245	1
305	302	4
305	121	3
305	327	3
305	971	4
305	566	3
305	713	4
305	242	5
305	13	3
305	15	1
305	12	5
305	690	4
305	66	3
305	478	3
305	960	1
305	61	4
305	143	3
305	170	4
305	793	5
305	528	4
305	686	3
305	282	3
305	207	5
305	151	4
305	512	4
305	961	3
305	203	4
305	382	5
305	1485	3
305	210	3
305	215	2
305	174	3
305	97	4
305	48	5
305	191	3
305	664	2
305	69	3
305	88	2
305	708	3
305	171	5
305	160	4
305	86	4
305	527	5
305	1101	4
305	1411	3
305	181	4
305	650	4
305	735	4
305	169	5
305	806	3
305	963	4
305	239	3
305	1104	4
305	100	3
305	751	3
305	45	5
305	427	5
305	176	4
305	286	4
305	1286	5
305	557	4
305	76	1
305	228	2
305	198	4
305	289	4
305	153	3
305	923	5
305	56	1
305	135	3
305	462	5
305	222	2
305	1015	1
305	845	3
305	1074	2
305	733	3
305	471	4
305	196	4
305	204	2
305	484	3
305	863	4
305	865	3
305	268	3
305	684	3
305	285	5
305	904	4
305	326	2
305	42	4
305	778	4
305	60	3
305	317	4
305	129	3
305	300	3
305	172	4
305	483	5
305	175	4
305	474	5
305	428	3
305	748	3
305	405	3
306	303	3
306	269	5
306	111	4
306	306	5
306	287	4
306	235	4
306	19	5
306	13	4
306	1028	2
306	242	5
306	25	3
306	741	1
306	286	4
306	258	2
306	476	3
306	257	4
306	150	5
306	289	3
306	285	4
306	1514	4
306	319	4
306	1251	5
307	227	5
307	24	4
307	197	4
307	100	3
307	472	3
307	746	4
307	186	5
307	21	4
307	831	1
307	164	4
307	286	3
307	433	5
307	660	3
307	483	5
307	1	5
307	91	4
307	153	5
307	181	5
307	64	4
307	736	3
307	423	5
307	588	4
307	655	4
307	172	5
307	428	4
307	1110	4
307	210	2
307	101	3
307	269	4
307	161	3
307	687	1
307	949	4
307	408	5
307	183	3
307	449	4
307	631	3
307	474	5
307	580	4
307	178	3
307	72	3
307	89	5
307	173	5
307	175	4
307	239	3
307	1028	4
307	419	4
307	56	4
307	462	4
307	62	3
307	1065	3
307	114	5
307	214	5
307	427	3
307	209	5
307	22	3
307	393	3
307	511	5
307	1022	4
307	229	5
307	28	3
307	193	3
307	634	3
307	403	3
307	1140	2
307	168	5
307	380	3
307	71	5
307	708	4
307	402	2
307	505	3
307	132	4
307	509	3
307	204	3
307	195	3
307	313	5
307	196	3
307	70	4
307	527	5
308	481	4
308	4	5
308	171	4
308	632	3
308	274	3
308	100	5
308	396	4
308	77	3
308	177	5
308	742	4
308	129	5
308	238	5
308	675	4
308	365	3
308	664	5
308	7	4
308	633	4
308	705	5
308	433	5
308	472	2
308	843	3
308	47	4
308	530	4
308	660	3
308	856	4
308	121	3
308	392	4
308	219	3
308	298	5
308	569	3
308	85	4
308	55	3
308	928	4
308	135	5
308	191	4
308	127	4
308	642	5
308	712	4
308	467	4
308	89	5
308	709	3
308	54	2
308	65	3
308	73	3
308	309	1
308	537	4
308	511	5
308	169	5
308	618	4
308	144	3
308	1421	4
308	510	3
308	285	5
308	447	4
308	692	3
308	79	4
308	24	4
308	1047	3
308	483	3
308	420	4
308	64	4
308	434	4
308	1147	4
308	634	4
308	755	3
308	72	4
308	172	4
308	201	5
308	427	4
308	486	4
308	69	2
308	61	3
308	582	3
308	12	5
308	517	4
308	429	4
308	184	4
308	283	3
308	237	3
308	824	3
308	516	4
308	805	4
308	70	4
308	19	3
308	449	3
308	637	3
308	153	5
308	579	3
308	1	4
308	671	4
308	148	3
308	523	4
308	519	4
308	480	4
308	357	4
308	507	3
308	471	3
308	231	3
308	214	2
308	641	4
308	611	4
308	466	5
308	410	4
308	21	3
308	1006	4
308	165	3
308	218	5
308	170	3
308	81	5
308	605	4
308	216	3
308	264	2
308	806	4
308	461	4
308	157	5
308	178	4
308	1411	4
308	160	4
308	656	3
308	568	5
308	5	4
308	546	3
308	313	3
308	203	5
308	166	3
308	164	4
308	205	3
308	215	3
308	319	4
308	629	4
308	152	5
308	419	4
308	423	5
308	185	4
308	663	5
308	968	4
308	147	3
308	385	4
308	436	4
308	811	4
308	58	3
308	45	4
308	404	3
308	609	4
308	202	4
308	22	4
308	1515	4
308	91	4
308	603	5
308	182	5
308	597	3
308	1019	4
308	657	4
308	131	4
308	118	3
308	678	3
308	356	3
308	578	2
308	525	5
308	550	4
308	162	4
308	322	2
308	371	3
308	1073	3
308	15	3
308	1169	5
308	659	3
308	959	3
308	566	4
308	515	3
308	502	5
308	134	5
308	255	4
308	23	5
308	792	3
308	161	3
308	1140	4
308	378	3
308	87	4
308	504	4
308	107	4
308	842	3
308	686	4
308	693	3
308	195	5
308	99	4
308	213	4
308	230	4
308	499	3
308	673	4
308	71	4
308	175	5
308	512	5
308	294	3
308	367	4
308	96	4
308	493	3
308	432	4
308	501	4
308	32	5
308	163	4
308	123	3
308	156	4
308	732	4
308	654	5
308	154	4
308	74	4
308	28	3
308	187	5
308	143	4
308	284	4
308	628	3
308	495	3
308	180	5
308	494	5
308	151	4
308	50	5
308	610	4
308	699	4
308	30	4
308	168	4
308	318	4
308	531	4
308	616	2
308	921	4
308	88	4
308	443	3
308	863	3
308	463	4
308	393	4
308	197	3
308	408	5
308	588	5
308	31	3
308	275	4
308	455	4
308	649	4
308	528	3
308	615	3
308	522	3
308	239	3
308	17	4
308	945	4
308	288	4
308	746	4
308	485	3
308	747	3
308	9	4
308	223	4
308	583	4
308	614	3
308	241	4
308	853	5
308	66	4
308	661	4
308	233	3
308	95	4
308	739	4
308	589	4
308	1456	4
308	1028	2
308	966	3
308	826	3
308	770	4
308	1126	3
308	56	5
308	210	4
308	133	3
308	428	5
308	962	4
308	226	3
308	802	3
308	198	3
308	139	3
308	965	4
308	425	4
308	613	4
309	879	4
309	1025	5
309	690	3
309	319	4
309	331	5
309	333	3
309	326	5
309	242	4
309	334	4
309	258	5
309	324	3
309	938	4
309	306	2
309	989	3
310	832	1
310	274	3
310	1386	1
310	14	5
310	258	3
310	1142	5
310	740	4
310	50	5
310	251	5
310	24	4
310	294	1
310	1022	5
310	257	5
310	748	3
311	174	5
311	197	4
311	794	4
311	527	4
311	44	3
311	539	4
311	51	4
311	471	4
311	367	3
311	386	3
311	177	5
311	215	4
311	179	2
311	469	5
311	518	3
311	621	4
311	294	4
311	849	3
311	183	5
311	64	5
311	468	4
311	715	2
311	239	3
311	380	4
311	588	4
311	654	3
311	56	5
311	702	3
311	191	4
311	5	3
311	31	4
311	417	3
311	939	2
311	1041	3
311	404	3
311	83	5
311	639	4
311	38	3
311	193	5
311	498	4
311	655	4
311	222	4
311	69	5
311	420	1
311	232	3
311	530	3
311	241	3
311	726	3
311	648	4
311	198	3
311	622	3
311	781	2
311	750	5
311	511	4
311	170	5
311	570	4
311	651	4
311	176	4
311	66	4
311	399	4
311	71	4
311	385	5
311	43	4
311	485	1
311	1297	4
311	195	4
311	436	3
311	68	1
311	716	4
311	282	5
311	54	4
311	423	5
311	1222	3
311	946	4
311	73	4
311	194	4
311	63	3
311	89	5
311	212	3
311	528	4
311	196	5
311	186	3
311	785	3
311	416	4
311	12	4
311	41	3
311	58	3
311	88	4
311	91	3
311	501	5
311	210	5
311	739	4
311	491	4
311	966	4
311	941	4
311	135	4
311	132	4
311	310	4
311	1050	3
311	523	5
311	671	3
311	433	3
311	747	3
311	94	3
311	133	3
311	100	1
311	226	4
311	168	4
311	134	5
311	22	4
311	185	2
311	118	3
311	775	3
311	761	3
311	200	4
311	275	4
311	465	4
311	519	3
311	549	2
311	705	3
311	143	3
311	1035	4
311	357	5
311	568	5
311	482	4
311	393	4
311	329	4
311	480	4
311	86	5
311	229	5
311	645	5
311	82	5
311	425	2
311	23	3
311	131	3
311	720	3
311	470	3
311	755	4
311	483	4
311	181	4
311	161	4
311	576	3
311	708	5
311	942	5
311	1119	4
311	127	4
311	101	4
311	451	3
311	187	4
311	660	4
311	1479	3
311	510	4
311	70	4
311	550	3
311	72	4
311	965	3
311	581	3
311	700	3
311	783	3
311	1	4
311	515	4
311	141	4
311	96	5
311	592	5
311	392	5
311	921	4
311	258	4
311	1093	5
311	403	4
311	39	4
311	661	3
311	951	3
311	1221	4
311	205	5
311	318	5
311	484	4
311	419	3
311	614	4
311	321	3
311	679	4
311	8	4
311	117	4
311	748	4
311	578	2
311	209	2
311	216	5
311	348	4
311	76	4
311	845	4
311	732	4
311	729	4
311	754	3
311	418	4
311	265	5
311	1116	3
311	230	5
311	650	3
311	79	4
311	306	4
311	371	5
